처리시설명,처리시설코드,구분,시도,시군구,읍면동,리,행정구역코드,시설용량(㎥/일)_물리적,시설용량(㎥/일)_생물학적,시설용량(㎥/일)_고도,시설용량 합,처리공정_전처리,처리공정_1차,처리공정_2차,처리공정_3차,가동개시일자,가동율(%),가동일수,방류수수질적용기준지역구분,재이용량(㎥/일)_계,재이용량(㎥/일)_조경수,재이용량(㎥/일)_세척수(축봉수포함),재이용량(㎥/일)_공정재이용,재이용량(㎥/일)_기타
진교공공하수처리시설,488500W03,가동중,경상남도,하동군,진교면,고룡리,4885037024,,"1,300",,"1,300",,,,,,100,365,,0,0,,,
양일마을하수도,488500V46,가동중,경상남도,하동군,진교면,양포리,4885037025,,55,,55,침사조,침전분리,활성슬러지,,,86,365,,0,0,,,
하동술상마을하수도,488500V19,가동중,경상남도,하동군,진교면,술상리,4885037030,,60,,60,,,,,2010-12-24,100,365,,0,0,,,
술상2마을하수도,488500V47,가동중,경상남도,하동군,진교면,술상리,4885037030,,,50,50,,침전분리,L.C 정화관,,,95,365,,0,0,,,
수척마을하수도,488500V08,가동중,경상남도,하동군,양보면,운암리,4885038021,,70,,70,,,,,,90,365,,0,0,,,
계산마을하수도,488500V07,가동중,경상남도,하동군,북천면,직전리,4885039023,,80,,80,,침전분리,활성슬러지,,,92,209,,0,0,,,
직전마을하수도,488500V33,가동중,경상남도,하동군,북천면,직전리,4885039023,,,45,45,,침전분리,L.C 정화관,,,94,365,,0,0,,,
하동신촌마을하수도,488500V09,가동중,경상남도,하동군,북천면,옥정리,4885039024,,70,,70,스크린,침전분리,CBT 반응조,,,90,365,,0,0,,,
하동남서황마을하수도,488500V30,가동중,경상남도,하동군,북천면,옥정리,4885039024,,,50,50,침사조,침전분리,활성슬러지,,,85,365,,0,0,,,
하동빙옥마을하수도,488500V24,가동중,경상남도,하동군,북천면,화정리,4885039026,,,40,40,,,,,,100,365,,0,0,,,
하동화월마을하수도,488500V54,가동중,경상남도,하동군,청암면,평촌리,4885040021,,,130,130,,,,,,94.7,365,,0,0,,,
청학동마을하수도,488500V38,가동중,경상남도,하동군,청암면,묵계리,4885040025,,,150,150,,,,,,100,365,,0,0,,,
묵계마을하수도,488500V53,가동중,경상남도,하동군,청암면,묵계리,4885040025,,,45,45,침사조,침전분리,KSBNR 공법,,,88,365,,0,0,,,
숲촌마을하수도,488500V10,가동중,경상남도,하동군,옥종면,두양리,4885041023,,,50,50,스크린,침전불리조,호기조,습지조 ,2012-01-06,100,365,,,,,,
종화마을하수도,488500V56,신설,경상남도,하동군,옥종면,종화리,4885041024,,,80,80,스크린,침전불리조,SBR반응조,"혐기,무산소",2012-01-06,100,365,,,,,,
하동원해마을하수도,488500V22,가동중,경상남도,하동군,옥종면,병천리,4885041027,,,30,30,스크린,침전불리조,호기조,습지조 ,2012-01-06,100,365,,,,,,
옥종마을하수도,488500V55,신설,경상남도,하동군,옥종면,병천리,4885041027,,,350,350,,침전분리,활성슬러지,,,90,365,,0,0,,,
하동추동마을하수도,488500V03,가동중,경상남도,하동군,옥종면,대곡리,4885041029,,80,,80,스크린,침전분리,CBT 반응조,,,93,365,,0,0,,,
정수마을하수도,488500V57,신설,경상남도,하동군,옥종면,대곡리,4885041029,,,50,50,,침전분리,L.C 정화관,,,95,365,,0,0,,,
하동북방마을하수도,488500V25,가동중,경상남도,하동군,옥종면,북방리,4885041030,,,49,49,,,,,2009-02-02,100,365,,0,0,,,
가덕명덕마을하수도,488500V44,가동중,경상남도,하동군,금성면,가덕리,4885042021,,,95,95,종합협잡물처리기,액상부식,"탈수,여과",오존,2006-09-16,101.12,244,,0,0,0,0,0
산청축산폐수공공처리장,488600S01,가동중,경상남도,산청군,산청읍,옥산리,4886025022,,,80,80,침사지,혐기성조,산화구,사여과기,2004-04-01,109.2,365,,215396,,40539,,174857
산청하수종말처리장,488600W01,가동중,경상남도,산청군,산청읍,옥산리,4886025022,,"2,800",,"2,800",스크린조,침전조,습지조,소독조,,100,365,,0,,,,
산청외정마을공공하수처리시설,488600V27,가동중,경상남도,산청군,산청읍,정곡리,4886025030,,,60,60,종합협잡물처리기,액상부식,탈수,활성탄여과,2006-01-01,63.11,288,,0,0,0,0,0
산청군분뇨처리시설,488600F01,가동중,경상남도,산청군,산청읍,내리,4886025034,,,30,30,유량조정조,혐기조,교대반응조,막분리호기조,,70.6,365,,0,,,,
산청풍현공공하수처리시설,488600V29,가동중,경상남도,산청군,산청읍,내리,4886025034,,,70,70,유량조정조,혐기조,교대반응조,막분리호기조,,57.9,365,,0,,,,
산청시장마을공공하수처리시설,488600V12,가동중,경상남도,산청군,차황면,신기리,4886031027,,,80,80,유량조정조,반응조,침전조,소독설비,,52.7,365,,0,,,,
철수마을하수도,488600V01,가동중,경상남도,산청군,차황면,철수리,4886031030,,,40,40,유량조정조,반응조,처리수조,소독설비,2011-12-19,53.6,365,,0,,,,
산청어서마을공공하수처리시설,488600V36,가동중,경상남도,산청군,생초면,어서리,4886033021,,,260,260,스크린,혐기조,접촉폭기조,침전조,2006-09-29,102.7,365,,0,,,,
노은마을하수도,488600V06,가동중,경상남도,산청군,생초면,노은리,4886033022,,30,,30,스크린조,침전조,습지조,소독조,,100,365,,0,,,,
산청신연공공마을하수도,488600V34,가동중,경상남도,산청군,생초면,신연리,4886033026,,,50,50,스크린,혐기조,용존산소저감조,막 반응조,2010-10-01,113.6,92,,0,,,,
산청갈전공공마을하수도,488600V31,가동중,경상남도,산청군,생초면,갈전리,4886033028,,,45,45,스크린조,침전조,습지조,소독조,,100,365,,0,,,,
생초구기공공하수처리시설,488600V28,가동중,경상남도,산청군,생초면,하촌리,4886033030,,,50,50,유량조정조,반응조,처리수조,소독조,2011-12-19,71.5,365,,0,,,,
산청향양마을공공하수처리시설,488600V37,가동중,경상남도,산청군,금서면,향양리,4886034023,,,110,110,스크린,혐기조,용존산소저감조,막 반응조,2008-10-21,62.2,365,,0,,,,
특리소규모공공하수처리시설,488600V24,가동중,경상남도,산청군,금서면,특리,4886034026,,,45,45,유량조정조,반응조,처리수조,소독설비,,84.8,365,,0,,,,
산청주상마을공공하수처리시설,488600V35,가동중,경상남도,산청군,금서면,신아리,4886034027,,,110,110,스크린,생물막조,침전조,소포조,2000-03-01,36.9,365,,0,,,,
상촌마을오수처리시설,488600V19,가동중,경상남도,산청군,삼장면,홍계리,4886035022,,,45,45,스크린,무산소조,호기조,침전조,2005-08-17,28.9,365,,0,,,,
유평마을오수처리시설,488600V17,가동중,경상남도,산청군,삼장면,유평리,4886035024,,,80,80,유량조정조,혐기조,교대반응조,막분리호기조,2011-12-19,75.9,365,,0,,,,
산청대포마을공공하수처리시설,488600V38,가동중,경상남도,산청군,삼장면,대포리,4886035026,,,80,80,유량조정조,반응조,처리수조,소독설비,2011-12-19,58,365,,0,,,,
산청중산마을공공하수처리시설,488600V39,가동중,경상남도,산청군,시천면,중산리,4886036021,,,400,400,스크린조,침전조,습지조,소독설비,2011-12-19,54.6,365,,0,,,,
산청안마근담마을공공하수처리시설,488600V40,가동중,경상남도,산청군,시천면,사리,4886036022,,,50,50,,,,,2011-12-19,50.9,365,,0,,,,
시천하수종말처리장,488600W03,가동중,경상남도,산청군,시천면,사리,4886036022,,,600,600,,폭기조,막분리조,,1999-02-01,24,365,,0,,,,
산청내대마을오수처리시설,488600V13,가동중,경상남도,산청군,시천면,내대리,4886036023,,40,,40,,,,,,73.4,365,,0,,,,
거림마을오수처리시설,488600V14,가동중,경상남도,산청군,시천면,내대리,4886036023,,30,,30,침사조,혐기조,폭기조,침전조,2003-12-27,113,365,,0,,,,
예치마을오수처리시설,488600V18,가동중,경상남도,산청군,시천면,내대리,4886036023,,,40,40,침사조,혐기조,폭기조,침전조,2003-12-07,168.7,365,,0,,,,
내공문화마을하수도,488600V08,가동중,경상남도,산청군,시천면,내공리,4886036027,,,69,69,스크린,혐기조,용존산소저감조,막 반응조,2007-12-29,46.2,365,,0,,,,
동당소규모공공하수처리시설,488600V23,가동중,경상남도,산청군,시천면,동당리,4886036029,,,55,55,스크린,무산소조,여과조,바이오비드조,2010-10-01,99.5,92,,0,,,,
산청입석공공마을하수도,488600V30,가동중,경상남도,산청군,단성면,입석리,4886037026,,,65,65,스크린,침전분리조,호기조,습지조,2008-11-20,82,365,,0,,,,
길리소규모공공하수처리시설,488600V25,가동중,경상남도,산청군,단성면,길리,4886037027,,,30,30,유량조정조,혐기조,교대반응조,막분리호기조,2011-12-19,51.1,365,,0,,,,
산청남사마을공공하수처리시설,488600V41,가동중,경상남도,산청군,단성면,남사리,4886037028,,,70,70,,,,,2011-02-01,53.8,365,,0,,,,
신안단성하수종말처리장,488600W02,가동중,경상남도,산청군,단성면,묵곡리,4886037030,,,"1,800","1,800",유량조정조,반응조,침전조,소독설비,,43.1,365,,0,,,,
산청소남마을공공하수처리시설,488600V03,가동중,경상남도,산청군,단성면,소남리,4886037031,,,60,60,유량조정조,혐기조,교대반응조,막분리호기조,,92.1,365,,0,,,,
산청관정공공마을하수도,488600V32,가동중,경상남도,산청군,단성면,관정리,4886037032,,,70,70,스크린조,침전조,습지조,소독설비,,100,365,,0,,,,
산청당산마을공공하수처리시설,488600V02,가동중,경상남도,산청군,단성면,호리,4886037033,,,40,40,스크린,무산소조,여과조,처리수조,2008-01-08,193.3,365,,0,,,,
저호마을하수도,488600V09,가동중,경상남도,산청군,단성면,호리,4886037033,,,30,30,,무산소조,호기조,침전조,2006-11-16,38.6,365,,0,,,,
칠정마을오수처리시설,488600V21,가동중,경상남도,산청군,단성면,창촌리,4886037035,,,35,35,스크린,무산소조,탈기조,막 분리조,2007-09-15,53.1,365,,0,,,,
청현마을하수도,488600V10,가동중,경상남도,산청군,신안면,청현리,4886038023,,,35,35,유량조정조,혐기조,교대반응조,막분리호기조,,63.7,365,,0,,,,
문대마을공공하수처리시설,488600V26,가동중,경상남도,산청군,신안면,문대리,4886038024,,,100,100,유량조정조,혐기조,교대반응조,막분리호기조,,58.7,365,,0,,,,
산청한빈공공마을하수도,488600V33,가동중,경상남도,산청군,신안면,장죽리,4886038025,,,70,70,유량조정조,혐기조,교대반응조,막분리호기조,2011-12-19,60.8,365,,0,,,,
산청외송마을공공하수처리시설,488600V42,가동중,경상남도,산청군,신안면,외송리,4886038030,,,60,60,스크린,무산소조,여과조,바이오비드조,2006-11-16,44.8,365,,0,,,,
후천마을오수처리시설,488600V22,가동중,경상남도,산청군,신안면,신안리,4886038031,,,40,40,스크린,침전조,바이오필터조,탈질조,2005-02-01,67.7,365,,0,,,,
장란마을오수처리시설,488600V15,가동중,경상남도,산청군,생비량면,도전리,4886039021,,,30,30,침사조,접촉폭기실,침전조,고도처리조,2006-02-10,32,365,,0,,,,
법평마을하수도,488600V11,가동중,경상남도,산청군,생비량면,가계리,4886039024,,,40,40,유량조정조,반응조,처리수조,소독설비,2011-12-19,60.5,365,,0,,,,
송계마을오수처리시설,488600V20,가동중,경상남도,산청군,생비량면,가계리,4886039024,,40,,40,스크린,혐기조,용존산소저감조,막 반응조,2008-02-01,39.8,365,,0,,,,
산청단계마을공공하수처리시설,488600V43,가동중,경상남도,산청군,신등면,단계리,4886040021,,,160,160,스크린,무산소조,탈기조,막분리조,2007-12-15,56.3,365,,0,,,,
월평마을하수도,488600V07,가동중,경상남도,산청군,신등면,가술리,4886040023,,,30,30,스크린,침전조,바이오필터조,탈질조,2005-06-11,63.7,365,,0,,,,
모례마을오수처리시설,488600V16,가동중,경상남도,산청군,신등면,모례리,4886040028,,,30,30,,,,,,80,365,,0,,,,
함양축산폐수분뇨합병처리장,488700S01,가동중,경상남도,함양군,함양읍,용평리,4887025022,,130,,130,,,,,,90,365,II,0,,,,
함양하수종말처리장,488700W01,가동중,경상남도,함양군,함양읍,용평리,4887025022,,,"7,000","7,000",,,,,,100,365,,0,,,,
함양대병마을하수도,488700V11,가동중,경상남도,함양군,함양읍,대덕리,4887025023,,30,,30,,,,,,33,365,,0,,,,
함양척지공공하수도,488700V26,가동중,경상남도,함양군,함양읍,백천리,4887025027,,,40,40,,,,,,88,365,,0,,,,
함양본백공공하수도,488700V34,가동중,경상남도,함양군,함양읍,백천리,4887025027,,,80,80,,,,,,80,365,,0,,,,
함양신기마을하수도,488700V01,가동중,경상남도,함양군,함양읍,난평리,4887025030,,,50,50,,,,,,44,365,,0,,,,
함양관동마을하수처리시설,488700V22,가동중,경상남도,함양군,함양읍,난평리,4887025030,,,40,40,,,,,,56,365,,0,,,,
함양뇌산공공하수도,488700V32,가동중,경상남도,함양군,함양읍,삼산리,4887025031,,,50,50,,,,,,70,365,,0,,,,
함양죽곡공공하수도,488700V33,가동중,경상남도,함양군,함양읍,죽곡리,4887025032,,,70,70,,,,,,82,,,0,,,,
함양구룡공공하수도,488700V42,신설,경상남도,함양군,함양읍,구룡리,4887025034,,,60,60,,,,,,48,,,0,,,,
마천가흥이주단지마을하수도,488700V16,가동중,경상남도,함양군,마천면,가흥리,4887031021,,40,,40,,,,,,110,365,,0,,,,
당흥공공하수도,488700V46,신설,경상남도,함양군,마천면,가흥리,4887031021,,,60,60,,,,,,100,365,,0,,,,
함양백무동마을하수도,488700V19,가동중,경상남도,함양군,마천면,강청리,4887031025,,,230,230,,,,,,53,365,,0,,,,
함양의평공공하수도,488700V30,가동중,경상남도,함양군,마천면,의탄리,4887031027,,,60,60,,,,,,70,,,0,,,,
마천창원공공하수도,488700V50,신설,경상남도,함양군,마천면,창원리,4887031028,,,50,50,,,,,,51,,,0,,,,
목현공공하수도,488700V45,신설,경상남도,함양군,휴천면,목현리,4887032024,,,70,70,,,,,,81,365,,0,,,,
동호마을하수도,488700V03,가동중,경상남도,함양군,휴천면,남호리,4887032027,,,32,32,,,,,,100,365,,0,,,,
함양한남마을오수처리시설,488700V04,가동중,경상남도,함양군,휴천면,남호리,4887032027,,40,,40,,,,,,100,365,,0,,,,
함양원기공공하수도,488700V25,가동중,경상남도,함양군,휴천면,남호리,4887032027,,,35,35,,,,,,100,365,,0,,,,
유림서주이주단지마을하수도,488700V15,가동중,경상남도,함양군,유림면,서주리,4887033023,,40,,40,,,,,,62,365,,0,,,,
함양장항공공하수도,488700V29,가동중,경상남도,함양군,유림면,장항리,4887033025,,,45,45,,,,,,35,,,0,,,,
함양분덕마을하수도,488700V13,가동중,경상남도,함양군,수동면,화산리,4887034021,,30,,30,,,,,,28,365,,0,,,,
수동분덕이주단지마을하수도,488700V18,가동중,경상남도,함양군,수동면,화산리,4887034021,,28,,28,,,,,,100,365,,0,,,,
수동공공하수처리장,488700W02,신설,경상남도,함양군,수동면,화산리,4887034021,,,800,800,,,,,,100,365,,0,,,,
함양도북공공하수도,488700V40,가동중,경상남도,함양군,수동면,도북리,4887034024,,,50,50,,,,,,64,,,0,,,,
효리공공하수도,488700V44,신설,경상남도,함양군,수동면,우명리,4887034027,,,80,80,,,,,,100,365,,0,,,,
함양시목공공하수도,488700V28,가동중,경상남도,함양군,지곡면,시목리,4887035025,,30,,30,,,,,,77,365,,0,,,,
지곡문화마을하수도,488700V10,가동중,경상남도,함양군,지곡면,창평리,4887035027,,,120,120,,,,,,30,365,,0,,,,
함양공배공공하수도,488700V36,가동중,경상남도,함양군,지곡면,공배리,4887035029,,,60,60,,,,,,51,,,0,,,,
함양정취공공하수도,488700V35,가동중,경상남도,함양군,지곡면,보산리,4887035030,,,50,50,,,,,,63,,,0,,,,
지곡보산공공하수도,488700V43,신설,경상남도,함양군,지곡면,보산리,4887035030,,,45,45,,,,,,34,365,,0,,,,
안의공공하수처리장,488700W03,신설,경상남도,함양군,안의면,이전리,4887036023,,,900,900,,,,,,4,,,0,,,,
함양동촌공공하수도,488700V38,가동중,경상남도,함양군,안의면,신안리,4887036031,,,60,60,,,,,,16,365,,0,,,,
신안용추공공하수도,488700V41,신설,경상남도,함양군,안의면,신안리,4887036031,,,460,460,,,,,,57,365,,0,,,,
함양농월정마을오수처리시설,488700V21,가동중,경상남도,함양군,안의면,월림리,4887036035,,400,,400,,,,,,47,,,0,,,,
서하송계공공하수도,488700V48,신설,경상남도,함양군,서하면,송계리,4887037021,,,90,90,,,,,,100,365,,0,,,,
함양은행마을오수처리시설,488700V05,가동중,경상남도,함양군,서하면,운곡리,4887037022,,,30,30,,,,,,100,365,,0,,,,
함양오현마을오수처리시설,488700V06,가동중,경상남도,함양군,서하면,봉전리,4887037025,,,25,25,,,,,,58,,,0,,,,
